0.000000e+00	-0.000000e+00	-9.999001e+18	1.000100e+19	1.000000e+15	1.000000e+19	1.000000e+15	1.000000e+19	
0.000000e+00	-2.500000e-01	-9.990000e+17	1.001000e+18	1.000000e+15	1.000000e+18	1.000000e+15	1.000000e+18	
0.000000e+00	-3.750000e-01	-5.523414e+16	5.723414e+16	1.000000e+15	5.623414e+16	1.000000e+15	5.623414e+16	
0.000000e+00	-4.375000e-01	-7.659644e+15	9.659643e+15	1.000000e+15	8.659644e+15	1.000000e+15	8.659644e+15	
0.000000e+00	-4.687500e-01	-2.050528e+15	4.050528e+15	1.000000e+15	3.050528e+15	1.000000e+15	3.050528e+15	
0.000000e+00	-5.000000e-01	-6.710887e+07	2.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	
0.000000e+00	-5.312500e-01	6.949472e+14	1.305053e+15	1.000000e+15	3.050528e+14	1.000000e+15	3.050528e+14	
0.000000e+00	-5.625000e-01	9.134036e+14	1.086596e+15	1.000000e+15	8.659644e+13	1.000000e+15	8.659644e+13	
0.000000e+00	-6.250000e-01	9.943766e+14	1.005623e+15	1.000000e+15	5.623414e+12	1.000000e+15	5.623414e+12	
0.000000e+00	-7.500000e-01	9.999900e+14	1.000010e+15	1.000000e+15	1.000003e+10	1.000000e+15	1.000003e+10	
0.000000e+00	-1.000000e+00	9.999999e+14	1.000000e+15	1.000000e+15	1.000000e+03	1.000000e+15	1.000000e+03	
0.000000e+00	-1.250000e+00	9.999999e+14	1.000000e+15	1.000000e+15	1.000011e-06	1.000000e+15	1.000011e-06	
0.000000e+00	-1.500000e+00	9.999999e+14	1.000000e+15	1.000000e+15	1.000014e-17	1.000000e+15	1.000014e-17	
0.000000e+00	-1.750000e+00	9.999999e+14	1.000000e+15	1.000000e+15	0.000000e+00	1.000000e+15	0.000000e+00	
0.000000e+00	-2.000000e+00	9.999999e+14	1.000000e+15	1.000000e+15	0.000000e+00	1.000000e+15	0.000000e+00	
0.000000e+00	-2.250000e+00	9.999999e+14	1.000000e+15	1.000000e+15	0.000000e+00	1.000000e+15	0.000000e+00	
0.000000e+00	-2.500000e+00	9.999999e+14	1.000000e+15	1.000000e+15	0.000000e+00	1.000000e+15	0.000000e+00	
0.000000e+00	-2.750000e+00	9.999999e+14	1.000000e+15	1.000000e+15	0.000000e+00	1.000000e+15	0.000000e+00	
0.000000e+00	-3.000000e+00	9.999999e+14	1.000000e+15	1.000000e+15	0.000000e+00	1.000000e+15	0.000000e+00	
6.250000e-02	-4.375000e-01	-7.659644e+15	9.659643e+15	1.000000e+15	8.659644e+15	1.000000e+15	8.659644e+15	
6.250000e-02	-4.687500e-01	-2.050528e+15	4.050528e+15	1.000000e+15	3.050528e+15	1.000000e+15	3.050528e+15	
6.250000e-02	-5.000000e-01	-6.710887e+07	2.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	
6.250000e-02	-5.312500e-01	6.949472e+14	1.305053e+15	1.000000e+15	3.050528e+14	1.000000e+15	3.050528e+14	
6.250000e-02	-5.625000e-01	9.134036e+14	1.086596e+15	1.000000e+15	8.659644e+13	1.000000e+15	8.659644e+13	
1.250000e-01	-3.750000e-01	-5.523414e+16	5.723414e+16	1.000000e+15	5.623414e+16	1.000000e+15	5.623414e+16	
1.250000e-01	-4.375000e-01	-7.659644e+15	9.659643e+15	1.000000e+15	8.659644e+15	1.000000e+15	8.659644e+15	
1.250000e-01	-4.687500e-01	-2.050528e+15	4.050528e+15	1.000000e+15	3.050528e+15	1.000000e+15	3.050528e+15	
1.250000e-01	-5.000000e-01	-6.710887e+07	2.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	
1.250000e-01	-5.312500e-01	6.949472e+14	1.305053e+15	1.000000e+15	3.050528e+14	1.000000e+15	3.050528e+14	
1.250000e-01	-5.625000e-01	9.134036e+14	1.086596e+15	1.000000e+15	8.659644e+13	1.000000e+15	8.659644e+13	
1.250000e-01	-6.250000e-01	9.943766e+14	1.005623e+15	1.000000e+15	5.623414e+12	1.000000e+15	5.623414e+12	
1.875000e-01	-4.375000e-01	-7.659644e+15	9.659643e+15	1.000000e+15	8.659644e+15	1.000000e+15	8.659644e+15	
1.875000e-01	-4.687500e-01	-2.050528e+15	4.050528e+15	1.000000e+15	3.050528e+15	1.000000e+15	3.050528e+15	
1.875000e-01	-5.000000e-01	-6.710887e+07	2.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	
1.875000e-01	-5.312500e-01	6.949472e+14	1.305053e+15	1.000000e+15	3.050528e+14	1.000000e+15	3.050528e+14	
1.875000e-01	-5.625000e-01	9.134036e+14	1.086596e+15	1.000000e+15	8.659644e+13	1.000000e+15	8.659644e+13	
2.500000e-01	-2.500000e-01	-9.990000e+17	1.001000e+18	1.000000e+15	1.000000e+18	1.000000e+15	1.000000e+18	
2.500000e-01	-3.750000e-01	-5.523414e+16	5.723414e+16	1.000000e+15	5.623414e+16	1.000000e+15	5.623414e+16	
2.500000e-01	-4.375000e-01	-7.659644e+15	9.659643e+15	1.000000e+15	8.659644e+15	1.000000e+15	8.659644e+15	
2.500000e-01	-4.687500e-01	-2.050528e+15	4.050528e+15	1.000000e+15	3.050528e+15	1.000000e+15	3.050528e+15	
2.500000e-01	-5.000000e-01	-6.710887e+07	2.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	
2.500000e-01	-5.312500e-01	6.949472e+14	1.305053e+15	1.000000e+15	3.050528e+14	1.000000e+15	3.050528e+14	
2.500000e-01	-5.625000e-01	9.134036e+14	1.086596e+15	1.000000e+15	8.659644e+13	1.000000e+15	8.659644e+13	
2.500000e-01	-6.250000e-01	9.943766e+14	1.005623e+15	1.000000e+15	5.623414e+12	1.000000e+15	5.623414e+12	
2.500000e-01	-7.500000e-01	9.999900e+14	1.000010e+15	1.000000e+15	1.000003e+10	1.000000e+15	1.000003e+10	
3.125000e-01	-4.375000e-01	-7.659644e+15	9.659643e+15	1.000000e+15	8.659644e+15	1.000000e+15	8.659644e+15	
3.125000e-01	-4.687500e-01	-2.050528e+15	4.050528e+15	1.000000e+15	3.050528e+15	1.000000e+15	3.050528e+15	
3.125000e-01	-5.000000e-01	-6.710887e+07	2.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	
3.125000e-01	-5.312500e-01	6.949472e+14	1.305053e+15	1.000000e+15	3.050528e+14	1.000000e+15	3.050528e+14	
3.125000e-01	-5.625000e-01	9.134036e+14	1.086596e+15	1.000000e+15	8.659644e+13	1.000000e+15	8.659644e+13	
3.750000e-01	-3.750000e-01	-5.523414e+16	5.723414e+16	1.000000e+15	5.623414e+16	1.000000e+15	5.623414e+16	
3.750000e-01	-4.375000e-01	-7.659644e+15	9.659643e+15	1.000000e+15	8.659644e+15	1.000000e+15	8.659644e+15	
3.750000e-01	-4.687500e-01	-2.050528e+15	4.050528e+15	1.000000e+15	3.050528e+15	1.000000e+15	3.050528e+15	
3.750000e-01	-5.000000e-01	-6.710887e+07	2.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	1.000000e+15	
3.750000e-01	-5.312500e-01	6.949472e+14	1.305053e+15	1.000000e+15	3.050528e+14	1.000000e+15	3.050528e+14	
3.750000e-01	-5.625000e-01	9.134036e+14	1.086596e+15	1.000000e+15	8.659644e+13	1.000000e+15	8.659644e+13	
